point_id,network,pair_id,date,latitude,longitude,elevation_m,temp_c,precip_mm
P001,precipitation,PAIR001,2006-05-01,46.250000,-93.500000,386.276306,,68.470001
P001,precipitation,PAIR001,2006-06-01,46.250000,-93.500000,386.276306,,55.446625
P001,precipitation,PAIR001,2006-07-01,46.250000,-93.500000,386.276306,,31.633377
P001,precipitation,PAIR001,2006-08-01,46.250000,-93.500000,386.276306,,109.918594
P001,precipitation,PAIR001,2006-09-01,46.250000,-93.500000,386.276306,,76.103210
P001,precipitation,PAIR001,2006-10-01,46.250000,-93.500000,386.276306,,46.710968
P001,precipitation,PAIR001,2006-11-01,46.250000,-93.500000,386.276306,,31.700134
P001,precipitation,PAIR001,2006-12-01,46.250000,-93.500000,386.276306,,41.507721
P001,precipitation,PAIR001,2007-01-01,46.250000,-93.500000,386.276306,,11.589050
P001,precipitation,PAIR001,2007-02-01,46.250000,-93.500000,386.276306,,34.072876
P001,precipitation,PAIR001,2007-03-01,46.250000,-93.500000,386.276306,,98.920822
P001,precipitation,PAIR001,2007-04-01,46.250000,-93.500000,386.276306,,64.315796
P001,precipitation,PAIR001,2007-05-01,46.250000,-93.500000,386.276306,,84.848404
P001,precipitation,PAIR001,2007-06-01,46.250000,-93.500000,386.276306,,54.645538
P001,precipitation,PAIR001,2007-07-01,46.250000,-93.500000,386.276306,,63.680649
P001,precipitation,PAIR001,2007-08-01,46.250000,-93.500000,386.276306,,101.522446
P001,precipitation,PAIR001,2007-09-01,46.250000,-93.500000,386.276306,,131.778717
P001,precipitation,PAIR001,2007-10-01,46.250000,-93.500000,386.276306,,148.765564
P001,precipitation,PAIR001,2007-11-01,46.250000,-93.500000,386.276306,,20.427704
P001,precipitation,PAIR001,2007-12-01,46.250000,-93.500000,386.276306,,50.317764
P001,precipitation,PAIR001,2008-01-01,46.250000,-93.500000,386.276306,,7.627487
P001,precipitation,PAIR001,2008-02-01,46.250000,-93.500000,386.276306,,18.751144
P001,precipitation,PAIR001,2008-03-01,46.250000,-93.500000,386.276306,,36.836624
P001,precipitation,PAIR001,2008-04-01,46.250000,-93.500000,386.276306,,135.240555
P001,precipitation,PAIR001,2008-05-01,46.250000,-93.500000,386.276306,,89.223862
P001,precipitation,PAIR001,2008-06-01,46.250000,-93.500000,386.276306,,107.288361
P001,precipitation,PAIR001,2008-07-01,46.250000,-93.500000,386.276306,,85.262299
P001,precipitation,PAIR001,2008-08-01,46.250000,-93.500000,386.276306,,95.254898
P001,precipitation,PAIR001,2008-09-01,46.250000,-93.500000,386.276306,,76.503754
P001,precipitation,PAIR001,2008-10-01,46.250000,-93.500000,386.276306,,81.537247
P001,precipitation,PAIR001,2008-11-01,46.250000,-93.500000,386.276306,,48.007965
P001,precipitation,PAIR001,2008-12-01,46.250000,-93.500000,386.276306,,57.531357
P001,precipitation,PAIR001,2009-01-01,46.250000,-93.500000,386.276306,,17.856598
P001,precipitation,PAIR001,2009-02-01,46.250000,-93.500000,386.276306,,34.233093
P001,precipitation,PAIR001,2009-03-01,46.250000,-93.500000,386.276306,,78.758240
P001,precipitation,PAIR001,2009-04-01,46.250000,-93.500000,386.276306,,46.405792
P001,precipitation,PAIR001,2009-05-01,46.250000,-93.500000,386.276306,,52.801132
P001,precipitation,PAIR001,2009-06-01,46.250000,-93.500000,386.276306,,67.520142
P001,precipitation,PAIR001,2009-07-01,46.250000,-93.500000,386.276306,,63.207626
P001,precipitation,PAIR001,2009-08-01,46.250000,-93.500000,386.276306,,162.601471
P001,precipitation,PAIR001,2009-09-01,46.250000,-93.500000,386.276306,,23.002625
P001,precipitation,PAIR001,2009-10-01,46.250000,-93.500000,386.276306,,153.909683
P001,precipitation,PAIR001,2009-11-01,46.250000,-93.500000,386.276306,,36.334991
P001,precipitation,PAIR001,2009-12-01,46.250000,-93.500000,386.276306,,49.253464
P001,precipitation,PAIR001,2010-01-01,46.250000,-93.500000,386.276306,,25.070190
P001,precipitation,PAIR001,2010-02-01,46.250000,-93.500000,386.276306,,12.870789
P001,precipitation,PAIR001,2010-03-01,46.250000,-93.500000,386.276306,,36.481857
P001,precipitation,PAIR001,2010-04-01,46.250000,-93.500000,386.276306,,76.847076
P001,precipitation,PAIR001,2010-05-01,46.250000,-93.500000,386.276306,,79.408646
P001,precipitation,PAIR001,2010-06-01,46.250000,-93.500000,386.276306,,139.217377
P001,precipitation,PAIR001,2010-07-01,46.250000,-93.500000,386.276306,,123.340607
P001,precipitation,PAIR001,2010-08-01,46.250000,-93.500000,386.276306,,141.019821
P001,precipitation,PAIR001,2010-09-01,46.250000,-93.500000,386.276306,,185.394287
P001,precipitation,PAIR001,2010-10-01,46.250000,-93.500000,386.276306,,89.578629
P001,precipitation,PAIR001,2010-11-01,46.250000,-93.500000,386.276306,,52.528381
P001,precipitation,PAIR001,2010-12-01,46.250000,-93.500000,386.276306,,51.441193
P001,precipitation,PAIR001,2011-01-01,46.250000,-93.500000,386.276306,,30.687332
P001,precipitation,PAIR001,2011-02-01,46.250000,-93.500000,386.276306,,16.582489
P001,precipitation,PAIR001,2011-03-01,46.250000,-93.500000,386.276306,,42.453766
P001,precipitation,PAIR001,2011-04-01,46.250000,-93.500000,386.276306,,99.277496
P001,precipitation,PAIR001,2011-05-01,46.250000,-93.500000,386.276306,,108.499527
P001,precipitation,PAIR001,2011-06-01,46.250000,-93.500000,386.276306,,107.517242
P001,precipitation,PAIR001,2011-07-01,46.250000,-93.500000,386.276306,,140.192032
P001,precipitation,PAIR001,2011-08-01,46.250000,-93.500000,386.276306,,106.075287
P001,precipitation,PAIR001,2011-09-01,46.250000,-93.500000,386.276306,,22.258759
P001,precipitation,PAIR001,2011-10-01,46.250000,-93.500000,386.276306,,39.615631
P001,precipitation,PAIR001,2011-11-01,46.250000,-93.500000,386.276306,,19.226074
P001,precipitation,PAIR001,2011-12-01,46.250000,-93.500000,386.276306,,15.018463
P001,precipitation,PAIR001,2012-01-01,46.250000,-93.500000,386.276306,,15.550613
P001,precipitation,PAIR001,2012-02-01,46.250000,-93.500000,386.276306,,36.672592
P001,precipitation,PAIR001,2012-03-01,46.250000,-93.500000,386.276306,,37.841797
P001,precipitation,PAIR001,2012-04-01,46.250000,-93.500000,386.276306,,93.355179
P001,precipitation,PAIR001,2012-05-01,46.250000,-93.500000,386.276306,,258.152008
P001,precipitation,PAIR001,2012-06-01,46.250000,-93.500000,386.276306,,123.081207
P001,precipitation,PAIR001,2012-07-01,46.250000,-93.500000,386.276306,,117.546082
P001,precipitation,PAIR001,2012-08-01,46.250000,-93.500000,386.276306,,45.942307
P001,precipitation,PAIR001,2012-09-01,46.250000,-93.500000,386.276306,,17.623901
P001,precipitation,PAIR001,2012-10-01,46.250000,-93.500000,386.276306,,41.862488
P001,precipitation,PAIR001,2012-11-01,46.250000,-93.500000,386.276306,,35.076141
P001,precipitation,PAIR001,2012-12-01,46.250000,-93.500000,386.276306,,32.106400
P001,precipitation,PAIR001,2013-01-01,46.250000,-93.500000,386.276306,,34.648895
P001,precipitation,PAIR001,2013-02-01,46.250000,-93.500000,386.276306,,24.887085
P001,precipitation,PAIR001,2013-03-01,46.250000,-93.500000,386.276306,,58.536530
P001,precipitation,PAIR001,2013-04-01,46.250000,-93.500000,386.276306,,100.822449
P001,precipitation,PAIR001,2013-05-01,46.250000,-93.500000,386.276306,,155.269623
P001,precipitation,PAIR001,2013-06-01,46.250000,-93.500000,386.276306,,89.607239
P001,precipitation,PAIR001,2013-07-01,46.250000,-93.500000,386.276306,,80.295563
P001,precipitation,PAIR001,2013-08-01,46.250000,-93.500000,386.276306,,71.012497
P001,precipitation,PAIR001,2013-09-01,46.250000,-93.500000,386.276306,,80.909729
P001,precipitation,PAIR001,2013-10-01,46.250000,-93.500000,386.276306,,148.647308
P001,precipitation,PAIR001,2013-11-01,46.250000,-93.500000,386.276306,,21.057129
P001,precipitation,PAIR001,2013-12-01,46.250000,-93.500000,386.276306,,54.338455
P001,precipitation,PAIR001,2014-01-01,46.250000,-93.500000,386.276306,,28.795242
P001,precipitation,PAIR001,2014-02-01,46.250000,-93.500000,386.276306,,42.190552
P001,precipitation,PAIR001,2014-03-01,46.250000,-93.500000,386.276306,,50.140381
P001,precipitation,PAIR001,2014-04-01,46.250000,-93.500000,386.276306,,131.721497
P001,precipitation,PAIR001,2014-05-01,46.250000,-93.500000,386.276306,,107.316971
P001,precipitation,PAIR001,2014-06-01,46.250000,-93.500000,386.276306,,162.963867
P001,precipitation,PAIR001,2014-07-01,46.250000,-93.500000,386.276306,,81.832886
P001,precipitation,PAIR001,2014-08-01,46.250000,-93.500000,386.276306,,108.322144
P001,precipitation,PAIR001,2014-09-01,46.250000,-93.500000,386.276306,,67.405701
P001,precipitation,PAIR001,2014-10-01,46.250000,-93.500000,386.276306,,39.970398
P001,precipitation,PAIR001,2014-11-01,46.250000,-93.500000,386.276306,,53.272247
P001,precipitation,PAIR001,2014-12-01,46.250000,-93.500000,386.276306,,40.088654
P001,precipitation,PAIR001,2015-01-01,46.250000,-93.500000,386.276306,,15.846252
P001,precipitation,PAIR001,2015-02-01,46.250000,-93.500000,386.276306,,10.841370
P001,precipitation,PAIR001,2015-03-01,46.250000,-93.500000,386.276306,,24.065018
P001,precipitation,PAIR001,2015-04-01,46.250000,-93.500000,386.276306,,35.762787
P001,precipitation,PAIR001,2015-05-01,46.250000,-93.500000,386.276306,,155.860901
P001,precipitation,PAIR001,2015-06-01,46.250000,-93.500000,386.276306,,102.081299
P001,precipitation,PAIR001,2015-07-01,46.250000,-93.500000,386.276306,,132.860184
P001,precipitation,PAIR001,2015-08-01,46.250000,-93.500000,386.276306,,129.194260
P001,precipitation,PAIR001,2015-09-01,46.250000,-93.500000,386.276306,,93.269348
P001,precipitation,PAIR001,2015-10-01,46.250000,-93.500000,386.276306,,82.542419
P001,precipitation,PAIR001,2015-11-01,46.250000,-93.500000,386.276306,,67.691803
P001,precipitation,PAIR001,2015-12-01,46.250000,-93.500000,386.276306,,57.649612
P001,precipitation,PAIR001,2016-01-01,46.250000,-93.500000,386.276306,,22.291183
P001,precipitation,PAIR001,2016-02-01,46.250000,-93.500000,386.276306,,21.350861
P001,precipitation,PAIR001,2016-03-01,46.250000,-93.500000,386.276306,,70.953369
P001,precipitation,PAIR001,2016-04-01,46.250000,-93.500000,386.276306,,63.400269
P001,precipitation,PAIR001,2016-05-01,46.250000,-93.500000,386.276306,,72.845459
P001,precipitation,PAIR001,2016-06-01,46.250000,-93.500000,386.276306,,93.040466
P001,precipitation,PAIR001,2016-07-01,46.250000,-93.500000,386.276306,,193.347931
P001,precipitation,PAIR001,2016-08-01,46.250000,-93.500000,386.276306,,65.040588
P001,precipitation,PAIR001,2016-09-01,46.250000,-93.500000,386.276306,,118.846893
P001,precipitation,PAIR001,2016-10-01,46.250000,-93.500000,386.276306,,60.251236
P001,precipitation,PAIR001,2016-11-01,46.250000,-93.500000,386.276306,,71.926117
P001,precipitation,PAIR001,2016-12-01,46.250000,-93.500000,386.276306,,55.934906
P001,precipitation,PAIR001,2017-01-01,46.250000,-93.500000,386.276306,,30.805588
P001,precipitation,PAIR001,2017-02-01,46.250000,-93.500000,386.276306,,30.895233
P001,precipitation,PAIR001,2017-03-01,46.250000,-93.500000,386.276306,,34.146309
P001,precipitation,PAIR001,2017-04-01,46.250000,-93.500000,386.276306,,78.907013
P001,precipitation,PAIR001,2017-05-01,46.250000,-93.500000,386.276306,,121.980667
P001,precipitation,PAIR001,2017-06-01,46.250000,-93.500000,386.276306,,98.991394
P001,precipitation,PAIR001,2017-07-01,46.250000,-93.500000,386.276306,,46.888351
P001,precipitation,PAIR001,2017-08-01,46.250000,-93.500000,386.276306,,187.789917
P001,precipitation,PAIR001,2017-09-01,46.250000,-93.500000,386.276306,,98.075867
P001,precipitation,PAIR001,2017-10-01,46.250000,-93.500000,386.276306,,136.053085
P001,precipitation,PAIR001,2017-11-01,46.250000,-93.500000,386.276306,,26.779175
P001,precipitation,PAIR001,2017-12-01,46.250000,-93.500000,386.276306,,32.106400
P001,precipitation,PAIR001,2018-01-01,46.250000,-93.500000,386.276306,,14.988899
P001,precipitation,PAIR001,2018-02-01,46.250000,-93.500000,386.276306,,34.019470
P001,precipitation,PAIR001,2018-03-01,46.250000,-93.500000,386.276306,,53.747177
P001,precipitation,PAIR001,2018-04-01,46.250000,-93.500000,386.276306,,33.531189
P001,precipitation,PAIR001,2018-05-01,46.250000,-93.500000,386.276306,,40.857315
P001,precipitation,PAIR001,2018-06-01,46.250000,-93.500000,386.276306,,127.887726
P001,precipitation,PAIR001,2018-07-01,46.250000,-93.500000,386.276306,,94.663620
P001,precipitation,PAIR001,2018-08-01,46.250000,-93.500000,386.276306,,129.726410
P001,precipitation,PAIR001,2018-09-01,46.250000,-93.500000,386.276306,,93.669891
P001,precipitation,PAIR001,2018-10-01,46.250000,-93.500000,386.276306,,125.646591
P001,precipitation,PAIR001,2018-11-01,46.250000,-93.500000,386.276306,,35.762787
P001,precipitation,PAIR001,2018-12-01,46.250000,-93.500000,386.276306,,50.022125
P001,precipitation,PAIR001,2019-01-01,46.250000,-93.500000,386.276306,,18.654823
P001,precipitation,PAIR001,2019-02-01,46.250000,-93.500000,386.276306,,46.089172
P001,precipitation,PAIR001,2019-03-01,46.250000,-93.500000,386.276306,,45.232773
P001,precipitation,PAIR001,2019-04-01,46.250000,-93.500000,386.276306,,85.201263
P001,precipitation,PAIR001,2019-05-01,46.250000,-93.500000,386.276306,,141.965866
P001,precipitation,PAIR001,2019-06-01,46.250000,-93.500000,386.276306,,134.639740
P001,precipitation,PAIR001,2019-07-01,46.250000,-93.500000,386.276306,,87.923050
P001,precipitation,PAIR001,2019-08-01,46.250000,-93.500000,386.276306,,68.824768
P001,precipitation,PAIR001,2019-09-01,46.250000,-93.500000,386.276306,,201.644897
P001,precipitation,PAIR001,2019-10-01,46.250000,-93.500000,386.276306,,132.268906
P001,precipitation,PAIR001,2019-11-01,46.250000,-93.500000,386.276306,,51.155090
P001,precipitation,PAIR001,2019-12-01,46.250000,-93.500000,386.276306,,88.100433
P001,precipitation,PAIR001,2020-01-01,46.250000,-93.500000,386.276306,,28.440475
P001,precipitation,PAIR001,2020-02-01,46.250000,-93.500000,386.276306,,5.310059
P001,precipitation,PAIR001,2020-03-01,46.250000,-93.500000,386.276306,,45.646667
P001,precipitation,PAIR001,2020-04-01,46.250000,-93.500000,386.276306,,57.563782
P001,precipitation,PAIR001,2020-05-01,46.250000,-93.500000,386.276306,,55.284500
P001,precipitation,PAIR001,2020-06-01,46.250000,-93.500000,386.276306,,49.552917
P001,precipitation,PAIR001,2020-07-01,46.250000,-93.500000,386.276306,,137.886047
P001,precipitation,PAIR001,2020-08-01,46.250000,-93.500000,386.276306,,108.440399
P001,precipitation,PAIR001,2020-09-01,46.250000,-93.500000,386.276306,,44.345856
P001,precipitation,PAIR001,2020-10-01,46.250000,-93.500000,386.276306,,77.871323
P001,precipitation,PAIR001,2020-11-01,46.250000,-93.500000,386.276306,,45.833588
P001,precipitation,PAIR001,2020-12-01,46.250000,-93.500000,386.276306,,24.478912
P002,precipitation,PAIR002,2001-01-01,25.750000,-81.250000,2.976944,,26.489258
P002,precipitation,PAIR002,2001-02-01,25.750000,-81.250000,2.976944,,2.937317
P002,precipitation,PAIR002,2001-03-01,25.750000,-81.250000,2.976944,,42.158127
P002,precipitation,PAIR002,2001-04-01,25.750000,-81.250000,2.976944,,28.839111
P002,precipitation,PAIR002,2001-05-01,25.750000,-81.250000,2.976944,,71.899414
P002,precipitation,PAIR002,2001-06-01,25.750000,-81.250000,2.976944,,82.855225
P002,precipitation,PAIR002,2001-07-01,25.750000,-81.250000,2.976944,,170.761108
P002,precipitation,PAIR002,2001-08-01,25.750000,-81.250000,2.976944,,122.039795
P002,precipitation,PAIR002,2001-09-01,25.750000,-81.250000,2.976944,,365.638733
P002,precipitation,PAIR002,2001-10-01,25.750000,-81.250000,2.976944,,52.623749
P002,precipitation,PAIR002,2001-11-01,25.750000,-81.250000,2.976944,,33.760071
P002,precipitation,PAIR002,2001-12-01,25.750000,-81.250000,2.976944,,33.702850
P002,precipitation,PAIR002,2002-01-01,25.750000,-81.250000,2.976944,,13.008118
P002,precipitation,PAIR002,2002-02-01,25.750000,-81.250000,2.976944,,39.466858
P002,precipitation,PAIR002,2002-03-01,25.750000,-81.250000,2.976944,,14.131546
P002,precipitation,PAIR002,2002-04-01,25.750000,-81.250000,2.976944,,16.708374
P002,precipitation,PAIR002,2002-05-01,25.750000,-81.250000,2.976944,,76.156616
P002,precipitation,PAIR002,2002-06-01,25.750000,-81.250000,2.976944,,229.339600
P002,precipitation,PAIR002,2002-07-01,25.750000,-81.250000,2.976944,,103.355408
P002,precipitation,PAIR002,2002-08-01,25.750000,-81.250000,2.976944,,67.050934
P002,precipitation,PAIR002,2002-09-01,25.750000,-81.250000,2.976944,,101.509094
P002,precipitation,PAIR002,2002-10-01,25.750000,-81.250000,2.976944,,46.770096
P002,precipitation,PAIR002,2002-11-01,25.750000,-81.250000,2.976944,,46.691895
P002,precipitation,PAIR002,2002-12-01,25.750000,-81.250000,2.976944,,20.517349
P002,precipitation,PAIR002,2003-01-01,25.750000,-81.250000,2.976944,,29.682159
P002,precipitation,PAIR002,2003-02-01,25.750000,-81.250000,2.976944,,17.517090
P002,precipitation,PAIR002,2003-03-01,25.750000,-81.250000,2.976944,,84.907532
P002,precipitation,PAIR002,2003-04-01,25.750000,-81.250000,2.976944,,42.686462
P002,precipitation,PAIR002,2003-05-01,25.750000,-81.250000,2.976944,,125.232697
P002,precipitation,PAIR002,2003-06-01,25.750000,-81.250000,2.976944,,119.190216
P002,precipitation,PAIR002,2003-07-01,25.750000,-81.250000,2.976944,,52.682877
P002,precipitation,PAIR002,2003-08-01,25.750000,-81.250000,2.976944,,116.718292
P002,precipitation,PAIR002,2003-09-01,25.750000,-81.250000,2.976944,,169.143677
P002,precipitation,PAIR002,2003-10-01,25.750000,-81.250000,2.976944,,17.265320
P002,precipitation,PAIR002,2003-11-01,25.750000,-81.250000,2.976944,,54.817200
P002,precipitation,PAIR002,2003-12-01,25.750000,-81.250000,2.976944,,41.685104
P002,precipitation,PAIR002,2004-01-01,25.750000,-81.250000,2.976944,,55.964470
P002,precipitation,PAIR002,2004-02-01,25.750000,-81.250000,2.976944,,41.816711
P002,precipitation,PAIR002,2004-03-01,25.750000,-81.250000,2.976944,,6.799698
P002,precipitation,PAIR002,2004-04-01,25.750000,-81.250000,2.976944,,10.585785
P002,precipitation,PAIR002,2004-05-01,25.750000,-81.250000,2.976944,,13.895035
P002,precipitation,PAIR002,2004-06-01,25.750000,-81.250000,2.976944,,67.119598
P002,precipitation,PAIR002,2004-07-01,25.750000,-81.250000,2.976944,,98.211288
P002,precipitation,PAIR002,2004-08-01,25.750000,-81.250000,2.976944,,154.382706
P002,precipitation,PAIR002,2004-09-01,25.750000,-81.250000,2.976944,,160.331726
P002,precipitation,PAIR002,2004-10-01,25.750000,-81.250000,2.976944,,41.980743
P002,precipitation,PAIR002,2004-11-01,25.750000,-81.250000,2.976944,,5.836487
P002,precipitation,PAIR002,2004-12-01,25.750000,-81.250000,2.976944,,7.509232
P002,precipitation,PAIR002,2005-01-01,25.750000,-81.250000,2.976944,,20.931244
P002,precipitation,PAIR002,2005-02-01,25.750000,-81.250000,2.976944,,7.156372
P002,precipitation,PAIR002,2005-03-01,25.750000,-81.250000,2.976944,,70.007324
P002,precipitation,PAIR002,2005-04-01,25.750000,-81.250000,2.976944,,51.326752
P002,precipitation,PAIR002,2005-05-01,25.750000,-81.250000,2.976944,,50.731659
P002,precipitation,PAIR002,2005-06-01,25.750000,-81.250000,2.976944,,205.707550
P002,precipitation,PAIR002,2005-07-01,25.750000,-81.250000,2.976944,,118.728638
P002,precipitation,PAIR002,2005-08-01,25.750000,-81.250000,2.976944,,115.062714
P002,precipitation,PAIR002,2005-09-01,25.750000,-81.250000,2.976944,,81.939697
P002,precipitation,PAIR002,2005-10-01,25.750000,-81.250000,2.976944,,179.985046
P002,precipitation,PAIR002,2005-11-01,25.750000,-81.250000,2.976944,,30.212402
P002,precipitation,PAIR002,2005-12-01,25.750000,-81.250000,2.976944,,5.498886
P002,precipitation,PAIR002,2006-01-01,25.750000,-81.250000,2.976944,,5.912781
P002,precipitation,PAIR002,2006-02-01,25.750000,-81.250000,2.976944,,22.644043
P002,precipitation,PAIR002,2006-03-01,25.750000,-81.250000,2.976944,,1.596451
P002,precipitation,PAIR002,2006-04-01,25.750000,-81.250000,2.976944,,25.177002
P002,precipitation,PAIR002,2006-05-01,25.750000,-81.250000,2.976944,,109.504700
P002,precipitation,PAIR002,2006-06-01,25.750000,-81.250000,2.976944,,154.209137
P002,precipitation,PAIR002,2006-07-01,25.750000,-81.250000,2.976944,,165.853500
P002,precipitation,PAIR002,2006-08-01,25.750000,-81.250000,2.976944,,166.799545
P002,precipitation,PAIR002,2006-09-01,25.750000,-81.250000,2.976944,,89.149475
P002,precipitation,PAIR002,2006-10-01,25.750000,-81.250000,2.976944,,36.008835
P002,precipitation,PAIR002,2006-11-01,25.750000,-81.250000,2.976944,,58.937073
P002,precipitation,PAIR002,2006-12-01,25.750000,-81.250000,2.976944,,36.422729
P002,precipitation,PAIR002,2007-01-01,25.750000,-81.250000,2.976944,,8.514404
P002,precipitation,PAIR002,2007-02-01,25.750000,-81.250000,2.976944,,36.209106
P002,precipitation,PAIR002,2007-03-01,25.750000,-81.250000,2.976944,,12.889862
P002,precipitation,PAIR002,2007-04-01,25.750000,-81.250000,2.976944,,18.997192
P002,precipitation,PAIR002,2007-05-01,25.750000,-81.250000,2.976944,,27.435303
P002,precipitation,PAIR002,2007-06-01,25.750000,-81.250000,2.976944,,156.612396
P002,precipitation,PAIR002,2007-07-01,25.750000,-81.250000,2.976944,,117.250443
P002,precipitation,PAIR002,2007-08-01,25.750000,-81.250000,2.976944,,79.763412
P002,precipitation,PAIR002,2007-09-01,25.750000,-81.250000,2.976944,,124.855042
P002,precipitation,PAIR002,2007-10-01,25.750000,-81.250000,2.976944,,67.996979
P002,precipitation,PAIR002,2007-11-01,25.750000,-81.250000,2.976944,,7.324219
